run_id,symbol,segment,direction,regime_label,entry_time,exit_time,bars_held,rsi14,bb_pct_b,funding_rate,fear_greed,pnl_pct,r_multiple,mfe_r,mae_r,win,exit_reason
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-06-20T10:00:00+00:00,2026-06-20T22:00:00+00:00,13,61.5,1.003,-0.00013524,23.0,1.183,0.453,1.15,0.26,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2024-08-08T12:00:00+00:00,2024-08-08T20:00:00+00:00,3,58.7,1.032,3.086e-05,20.0,-4.554,-1.036,1.04,1.27,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-09T16:00:00+00:00,2024-09-11T16:00:00+00:00,13,63.9,1.327,-7.108e-05,26.0,1.051,0.447,1.3,0.74,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-11T04:00:00+00:00,2025-02-11T16:00:00+00:00,4,58.1,1.057,4.218e-05,47.0,3.211,1.914,2.06,0.13,1,TAKE_PROFIT
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-02T16:00:00+00:00,2025-03-03T16:00:00+00:00,7,71.6,1.263,-2.869e-05,26.0,5.234,1.467,2.39,0.44,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-03-14T12:00:00+00:00,2025-03-17T16:00:00+00:00,20,58.4,1.038,5.331e-05,27.0,1.421,0.46,1.05,0.22,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-04-01T12:00:00+00:00,2025-04-02T12:00:00+00:00,7,61.8,1.287,2.889e-05,34.0,-2.149,-1.077,1.61,1.21,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-04-09T16:00:00+00:00,2025-04-11T08:00:00+00:00,11,58.3,1.01,6.856e-05,18.0,1.937,0.47,1.53,0.37,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-09-02T12:00:00+00:00,2025-09-05T04:00:00+00:00,17,58.6,1.102,8.805e-05,49.0,-1.925,-1.086,1.24,1.11,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-09-28T20:00:00+00:00,2025-09-29T12:00:00+00:00,5,64.6,1.468,5.261e-05,37.0,-1.202,-1.144,1.59,1.76,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-10-20T04:00:00+00:00,2025-10-21T12:00:00+00:00,9,62.3,1.142,-2.197e-05,29.0,0.878,0.438,1.66,1.07,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-09T16:00:00+00:00,2025-11-11T00:00:00+00:00,9,60.1,1.16,4.187e-05,22.0,-2.032,-1.081,0.76,1.37,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-11-26T16:00:00+00:00,2025-11-28T12:00:00+00:00,12,63.2,1.326,-4.19e-06,15.0,-2.813,-1.058,1.26,1.31,0,STOP_LOSS
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-01-28T08:00:00+00:00,2026-01-29T12:00:00+00:00,8,61.8,1.049,6.174e-05,29.0,2.255,1.423,4.0,0.36,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-14T08:00:00+00:00,2026-02-17T12:00:00+00:00,20,62.2,1.104,1.291e-05,9.0,3.931,1.456,2.04,0.25,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-08-08T20:00:00+00:00,2024-08-12T08:00:00+00:00,22,58.5,1.2,-3.437e-05,20.0,2.794,0.479,1.1,0.27,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-19T00:00:00+00:00,2024-09-19T16:00:00+00:00,5,60.6,1.1,7.727e-05,49.0,-2.957,-1.055,0.46,1.36,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-10-07T00:00:00+00:00,2024-10-07T12:00:00+00:00,4,63.2,1.173,3.36e-05,50.0,0.906,0.44,1.16,0.5,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-12T20:00:00+00:00,2025-02-14T12:00:00+00:00,11,60.1,1.055,8.407e-05,46.0,1.808,0.468,1.19,0.54,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-17T08:00:00+00:00,2025-02-17T12:00:00+00:00,2,61.9,1.082,5.61e-05,51.0,-2.758,-1.059,1.1,1.32,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-02T16:00:00+00:00,2025-03-03T16:00:00+00:00,7,65.7,1.301,6.102e-05,26.0,7.636,1.478,3.01,0.5,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-04-01T12:00:00+00:00,2025-04-02T12:00:00+00:00,7,62.5,1.334,2.877e-05,34.0,1.412,0.46,1.29,0.16,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-04-21T00:00:00+00:00,2025-04-22T00:00:00+00:00,7,62.6,1.161,-1.24e-06,39.0,3.489,1.45,2.47,0.62,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-09-28T20:00:00+00:00,2025-09-29T20:00:00+00:00,7,61.0,1.15,8.2e-05,37.0,-2.357,-1.07,1.17,1.03,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-21T12:00:00+00:00,2025-10-22T08:00:00+00:00,6,61.6,1.006,4.7e-07,34.0,4.654,1.463,2.4,0.22,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-09T16:00:00+00:00,2025-11-12T12:00:00+00:00,18,62.4,1.115,6.622e-05,22.0,1.576,0.464,1.44,0.65,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-24T16:00:00+00:00,2025-11-28T08:00:00+00:00,23,60.7,1.233,7.615e-05,19.0,-4.115,-1.039,0.99,1.01,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-01-27T20:00:00+00:00,2026-01-29T12:00:00+00:00,11,63.9,1.042,9.488e-05,29.0,3.544,1.451,3.11,0.26,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-13T16:00:00+00:00,2026-02-23T00:00:00+00:00,57,58.3,1.045,-2.874e-05,9.0,5.712,1.47,2.63,0.62,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-25T12:00:00+00:00,2026-02-25T16:00:00+00:00,2,66.5,1.064,4.558e-05,11.0,-3.424,-1.047,1.39,1.1,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-30T12:00:00+00:00,2026-03-31T00:00:00+00:00,4,58.1,1.077,1.177e-05,8.0,1.143,0.451,1.16,0.34,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-06-14T20:00:00+00:00,2026-06-15T08:00:00+00:00,4,66.3,1.434,-1.919e-05,18.0,-2.279,-1.072,1.72,1.18,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2024-09-09T16:00:00+00:00,2024-09-12T00:00:00+00:00,15,61.9,1.276,-5.564e-05,26.0,1.666,0.466,1.4,0.63,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-01-15T12:00:00+00:00,2025-01-15T20:00:00+00:00,3,63.6,1.063,-5.153e-05,70.0,-3.849,-1.042,1.45,1.31,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-09T00:00:00+00:00,2025-02-10T12:00:00+00:00,10,59.3,1.135,-0.00011027,46.0,2.103,0.472,1.46,0.23,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-02T12:00:00+00:00,2025-03-02T16:00:00+00:00,2,66.1,1.12,9.93e-05,26.0,-6.094,-1.027,1.86,2.4,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-14T12:00:00+00:00,2025-03-19T12:00:00+00:00,31,59.1,1.284,0.0001,27.0,2.311,0.475,1.61,0.71,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-03-19T12:00:00+00:00,2025-03-23T08:00:00+00:00,24,59.5,1.026,7.274e-05,32.0,1.695,0.466,1.56,0.79,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-04-02T16:00:00+00:00,2025-04-02T20:00:00+00:00,2,59.9,1.147,4.319e-05,44.0,-3.786,-1.043,3.03,1.0,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-04-09T16:00:00+00:00,2025-04-11T08:00:00+00:00,11,59.2,1.14,7.621e-05,18.0,3.37,0.483,1.53,0.25,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-09T08:00:00+00:00,2025-06-09T20:00:00+00:00,4,58.9,1.133,0.0001,62.0,-2.926,-1.056,1.21,1.42,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-16T00:00:00+00:00,2025-06-18T12:00:00+00:00,16,61.4,1.109,0.0001,61.0,5.264,1.467,2.12,0.58,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-09-28T20:00:00+00:00,2025-09-30T20:00:00+00:00,13,58.2,1.07,1.97e-05,37.0,1.398,0.459,1.02,0.61,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-21T12:00:00+00:00,2025-10-22T16:00:00+00:00,8,60.6,1.149,-8.944e-05,34.0,5.667,1.47,2.53,0.2,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-09T16:00:00+00:00,2025-11-12T16:00:00+00:00,19,58.5,1.073,-2.922e-05,22.0,5.788,1.47,2.29,0.89,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-24T16:00:00+00:00,2025-11-26T16:00:00+00:00,13,59.7,1.186,3.449e-05,19.0,-4.526,-1.036,0.9,1.25,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-09T12:00:00+00:00,2025-12-09T16:00:00+00:00,2,58.1,1.097,3.189e-05,22.0,-3.569,-1.045,1.45,1.37,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-12-22T12:00:00+00:00,2025-12-24T04:00:00+00:00,11,59.3,1.231,4.368e-05,25.0,3.882,1.455,2.18,0.21,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-14T08:00:00+00:00,2026-02-15T04:00:00+00:00,6,64.0,1.067,2.902e-05,9.0,-3.923,-1.041,0.65,1.12,0,STOP_LOSS
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-04-06T00:00:00+00:00,2026-04-07T20:00:00+00:00,12,59.0,1.08,-7.917e-05,13.0,1.09,0.449,1.87,2.46,1,STOP_LOSS+PARTIAL
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-08-08T20:00:00+00:00,2024-08-17T16:00:00+00:00,54,61.0,1.118,0.0,20.0,-4.819,-1.034,0.76,1.2,0,STOP_LOSS
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-02-08T16:00:00+00:00,2025-02-09T08:00:00+00:00,5,70.1,1.436,0.0,44.0,-3.513,-1.046,1.39,1.09,0,STOP_LOSS
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-04-09T20:00:00+00:00,2025-04-21T00:00:00+00:00,68,58.4,1.074,0.0,18.0,-3.492,-1.046,0.83,1.12,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-02-14T08:00:00+00:00,2026-02-19T12:00:00+00:00,32,58.5,1.078,0.0,9.0,4.244,1.459,2.03,0.5,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-02-20T16:00:00+00:00,2026-02-23T00:00:00+00:00,15,59.6,1.013,0.0,7.0,3.526,1.451,2.83,0.57,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-09T12:00:00+00:00,2026-03-11T16:00:00+00:00,14,59.0,1.058,0.0,8.0,-2.345,-1.07,0.83,1.18,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-04-05T20:00:00+00:00,2026-04-07T20:00:00+00:00,13,59.3,1.194,0.0,12.0,-1.681,-1.1,1.2,2.54,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-13T20:00:00+00:00,2025-02-14T08:00:00+00:00,4,64.2,1.187,7.66e-06,50.0,-4.264,-1.038,1.01,2.18,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-03T12:00:00+00:00,2025-06-05T16:00:00+00:00,14,64.1,1.284,0.0001,64.0,3.693,1.453,2.63,0.33,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-09-28T20:00:00+00:00,2025-10-01T08:00:00+00:00,16,59.8,1.193,8.504e-05,37.0,-2.351,-1.07,0.86,1.34,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-10-20T04:00:00+00:00,2025-10-24T12:00:00+00:00,27,61.0,1.048,-7.309e-05,29.0,1.63,0.465,1.67,0.95,1,STOP_LOSS+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-12-09T12:00:00+00:00,2025-12-09T16:00:00+00:00,2,59.2,1.052,4.795e-05,22.0,-2.944,-1.055,1.13,1.06,0,STOP_LOSS
20260624T150558Z,XRPUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-25T12:00:00+00:00,2026-02-25T20:00:00+00:00,3,62.9,1.108,-3.419e-05,11.0,-3.478,-1.047,1.25,1.1,0,STOP_LOSS
20260624T150558Z,XRPUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-04-06T00:00:00+00:00,2026-04-07T20:00:00+00:00,12,61.1,1.091,-0.00015618,13.0,0.826,0.435,1.7,2.29,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-08-08T20:00:00+00:00,2024-08-12T12:00:00+00:00,23,60.8,1.223,1.358e-05,20.0,2.969,0.48,1.12,0.53,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2024-08-20T00:00:00+00:00,2024-08-21T04:00:00+00:00,8,61.3,1.071,-5.525e-05,30.0,1.381,0.459,1.16,0.35,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-11T04:00:00+00:00,2025-02-12T20:00:00+00:00,11,63.7,1.249,9.598e-05,47.0,2.003,0.471,1.75,0.34,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-02T16:00:00+00:00,2025-03-03T16:00:00+00:00,7,71.6,1.236,-8e-06,26.0,8.223,1.48,2.69,0.79,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-09T20:00:00+00:00,2025-06-11T04:00:00+00:00,9,63.9,1.309,6.878e-05,62.0,-3.515,-1.046,1.28,1.81,0,STOP_LOSS
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-08-04T20:00:00+00:00,2025-08-07T08:00:00+00:00,16,58.1,1.049,4.07e-05,64.0,1.857,0.469,1.78,0.54,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-10-20T00:00:00+00:00,2025-10-24T12:00:00+00:00,28,59.1,1.001,4.724e-05,29.0,2.004,0.471,1.71,0.76,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-07T16:00:00+00:00,2025-11-09T20:00:00+00:00,14,64.4,1.359,0.0001,24.0,2.33,0.475,1.39,0.3,1,STOP_LOSS+PARTIAL
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-24T16:00:00+00:00,2025-12-01T00:00:00+00:00,39,61.6,1.104,7.5e-06,19.0,8.814,1.969,2.28,0.63,1,TAKE_PROFIT
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-09T12:00:00+00:00,2025-12-09T16:00:00+00:00,2,61.6,1.219,5.875e-05,22.0,-3.163,-1.051,1.32,1.57,0,STOP_LOSS
20260624T150558Z,DOGEUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-29T00:00:00+00:00,2025-12-31T12:00:00+00:00,16,59.7,1.171,5.826e-05,24.0,3.033,1.443,2.58,0.21,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,DOGEUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-01-27T20:00:00+00:00,2026-01-29T12:00:00+00:00,11,62.1,1.066,1.586e-05,29.0,3.545,1.451,3.52,0.51,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,DOGEUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-02-13T16:00:00+00:00,2026-02-14T08:00:00+00:00,5,59.9,1.063,7.096e-05,9.0,-3.659,-1.044,0.4,1.36,0,STOP_LOSS
20260624T150558Z,DOGEUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-25T12:00:00+00:00,2026-02-25T20:00:00+00:00,3,68.8,1.255,-9.097e-05,11.0,-3.819,-1.042,2.03,1.24,0,STOP_LOSS
20260624T150558Z,DOGEUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-03-04T12:00:00+00:00,2026-03-04T16:00:00+00:00,2,65.3,1.207,-8.762e-05,10.0,-4.727,-1.034,1.67,1.17,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2024-08-08T20:00:00+00:00,2024-08-15T16:00:00+00:00,42,60.6,1.122,-9.201e-05,20.0,8.718,1.481,2.17,0.05,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2024-08-18T12:00:00+00:00,2024-08-19T20:00:00+00:00,9,59.9,1.016,-8.766e-05,31.0,1.307,0.457,1.38,0.48,1,STOP_LOSS+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-08T00:00:00+00:00,2024-09-08T04:00:00+00:00,2,61.3,1.149,2.022e-05,29.0,-3.521,-1.046,0.89,1.14,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-01-01T20:00:00+00:00,2025-01-02T04:00:00+00:00,3,58.3,1.088,8.928e-05,66.0,-4.124,-1.039,0.45,0.99,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-11T00:00:00+00:00,2025-02-12T20:00:00+00:00,12,60.3,1.106,6.394e-05,47.0,2.109,0.472,1.72,0.66,1,STOP_LOSS+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-03-15T20:00:00+00:00,2025-03-19T08:00:00+00:00,22,60.9,1.144,-0.00020421,46.0,2.25,0.474,1.39,0.49,1,STOP_LOSS+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-04-09T16:00:00+00:00,2025-04-12T12:00:00+00:00,18,61.6,1.132,-9.15e-05,18.0,-7.112,-1.023,1.4,1.93,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-23T20:00:00+00:00,2025-06-28T16:00:00+00:00,30,60.9,1.02,3.124e-05,47.0,2.189,0.473,1.25,0.52,1,STOP_LOSS+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-10-26T08:00:00+00:00,2025-10-27T00:00:00+00:00,5,62.1,1.364,0.0001,40.0,-3.122,-1.052,1.09,1.11,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-07T16:00:00+00:00,2025-11-09T12:00:00+00:00,12,60.6,1.245,8.768e-05,24.0,2.521,0.477,1.15,0.63,1,STOP_LOSS+PARTIAL
20260624T150558Z,AVAXUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-24T16:00:00+00:00,2025-11-25T20:00:00+00:00,8,59.3,1.35,9.762e-05,19.0,-3.486,-1.047,0.91,0.99,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-13T12:00:00+00:00,2026-02-14T16:00:00+00:00,8,58.2,1.115,-7.825e-05,9.0,-3.831,-1.042,0.84,1.62,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-25T12:00:00+00:00,2026-02-28T04:00:00+00:00,17,72.1,1.225,-5.8e-07,11.0,5.711,1.47,2.79,0.87,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-09T12:00:00+00:00,2026-03-10T08:00:00+00:00,6,60.1,1.122,0.0001,8.0,-3.273,-1.05,0.69,1.11,0,STOP_LOSS
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-06-15T08:00:00+00:00,2026-06-18T12:00:00+00:00,20,61.1,1.082,3.817e-05,20.0,4.411,1.461,3.33,0.82,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,AVAXUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-06-23T20:00:00+00:00,2026-06-24T12:00:00+00:00,5,58.1,1.121,1.98e-05,23.0,2.319,0.584,0.77,0.23,1,MANUAL
